2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - use device 0
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - gt_file_or_folder: /mnt/f/data/xianjin_data/ane_seg
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - pred_file_or_folder: /home/ubuntu/codes/MyMedicalZoo/output/XJTsN/refined
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - mask or probability distribution: mask
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - Begin to scan gt_folder_or_file /mnt/f/data/xianjin_data/ane_seg...
2022-02-11 15:25:43 [MainThread] INFO [StudyEvaluater] - Begin to scan pred_folder_or_file /home/ubuntu/codes/MyMedicalZoo/output/XJTsN/refined...
2022-02-11 15:25:44 [MainThread] INFO [StudyEvaluater] - instance number: 563. start evaluating...
2022-02-11 15:26:07 [MainThread] INFO [StudyEvaluater] - (1 in 563) XJTr0000:	ap: 0.4933	auc: 0.6399	precision: 0.8468	recall: 0.2798	sensitivity: 0.2798	specificity: 1.0000	dsc: 0.4206	hd95: 17.7465	tp: 785	fp: 142	fn: 2021	tn: 46134396	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:03:25 [MainThread] INFO [StudyEvaluater] - (285 in 563) XJTr0287:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 47.0659	tp: 0	fp: 156	fn: 408	tn: 103022028	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 19:04:29 [MainThread] INFO [StudyEvaluater] - (286 in 563) XJTr0288:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 92.2300	tp: 0	fp: 331	fn: 626	tn: 103808067	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 5	per_target_fn: 1
2022-02-11 19:05:30 [MainThread] INFO [StudyEvaluater] - (287 in 563) XJTr0289:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 8.6833	tp: 0	fp: 210	fn: 186	tn: 103808628	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 19:06:34 [MainThread] INFO [StudyEvaluater] - (288 in 563) XJTr0290:	ap: 0.6421	auc: 0.9702	precision: 0.8140	recall: 0.9404	sensitivity: 0.9404	specificity: 1.0000	dsc: 0.8726	hd95: 102.3833	tp: 12905	fp: 2949	fn: 818	tn: 103792352	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:07:40 [MainThread] INFO [StudyEvaluater] - (289 in 563) XJTr0291:	ap: 0.6234	auc: 0.8401	precision: 0.9067	recall: 0.6801	sensitivity: 0.6801	specificity: 1.0000	dsc: 0.7772	hd95: 5.4083	tp: 19283	fp: 1985	fn: 9069	tn: 103778687	per_target_precision: 0.4000	per_target_recall: 1.0000	per_target_tp: 2	per_target_fp: 3	per_target_fn: 0
2022-02-11 19:08:44 [MainThread] INFO [StudyEvaluater] - (290 in 563) XJTr0292:	ap: 0.4524	auc: 0.6935	precision: 0.7112	recall: 0.3870	sensitivity: 0.3870	specificity: 1.0000	dsc: 0.5012	hd95: 6.9642	tp: 1032	fp: 419	fn: 1635	tn: 104068082	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:09:45 [MainThread] INFO [StudyEvaluater] - (291 in 563) XJTr0293:	ap: 0.6861	auc: 0.9243	precision: 0.9480	recall: 0.8485	sensitivity: 0.8485	specificity: 1.0000	dsc: 0.8955	hd95: 1.4142	tp: 7837	fp: 430	fn: 1399	tn: 104061502	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:10:47 [MainThread] INFO [StudyEvaluater] - (292 in 563) XJTr0294:	ap: 0.2561	auc: 0.8122	precision: 0.2000	recall: 0.6244	sensitivity: 0.6244	specificity: 1.0000	dsc: 0.3030	hd95: 67.6286	tp: 123	fp: 492	fn: 74	tn: 104332623	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 19:11:51 [MainThread] INFO [StudyEvaluater] - (293 in 563) XJTr0295:	ap: 0.2872	auc: 0.8400	precision: 0.2343	recall: 0.6800	sensitivity: 0.6800	specificity: 1.0000	dsc: 0.3485	hd95: 53.2651	tp: 306	fp: 1000	fn: 144	tn: 104331862	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 19:12:54 [MainThread] INFO [StudyEvaluater] - (294 in 563) XJTr0296:	ap: 0.6098	auc: 0.9044	precision: 0.8153	recall: 0.8088	sensitivity: 0.8088	specificity: 1.0000	dsc: 0.8120	hd95: 79.5337	tp: 2948	fp: 668	fn: 697	tn: 104591143	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:13:56 [MainThread] INFO [StudyEvaluater] - (295 in 563) XJTr0297:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 109.1848	tp: 0	fp: 1561	fn: 219	tn: 104593676	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 19:14:58 [MainThread] INFO [StudyEvaluater] - (296 in 563) XJTr0298:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 81.2974	tp: 0	fp: 1905	fn: 260	tn: 104593291	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 9	per_target_fn: 1
2022-02-11 19:16:00 [MainThread] INFO [StudyEvaluater] - (297 in 563) XJTr0299:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 85.3368	tp: 0	fp: 555	fn: 206	tn: 104594695	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 19:17:03 [MainThread] INFO [StudyEvaluater] - (298 in 563) XJTr0300:	ap: 0.5471	auc: 0.7918	precision: 0.8025	recall: 0.5836	sensitivity: 0.5836	specificity: 1.0000	dsc: 0.6757	hd95: 47.1601	tp: 1093	fp: 269	fn: 780	tn: 105117602	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:18:06 [MainThread] INFO [StudyEvaluater] - (299 in 563) XJTr0301:	ap: 0.2958	auc: 0.9596	precision: 0.1321	recall: 0.9191	sensitivity: 0.9191	specificity: 1.0000	dsc: 0.2311	hd95: 29.7237	tp: 250	fp: 1642	fn: 22	tn: 105117830	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:19:10 [MainThread] INFO [StudyEvaluater] - (300 in 563) XJTr0302:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 35.1758	tp: 0	fp: 45	fn: 1176	tn: 105118523	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 19:20:14 [MainThread] INFO [StudyEvaluater] - (301 in 563) XJTr0303:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 87.4501	tp: 0	fp: 1443	fn: 579	tn: 105379866	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 3	per_target_fn: 1
2022-02-11 19:21:16 [MainThread] INFO [StudyEvaluater] - (302 in 563) XJTr0304:	ap: 0.5423	auc: 0.5927	precision: 0.9920	recall: 0.1854	sensitivity: 0.1854	specificity: 1.0000	dsc: 0.3123	hd95: 5.8310	tp: 372	fp: 3	fn: 1635	tn: 105379878	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:22:20 [MainThread] INFO [StudyEvaluater] - (303 in 563) XJTr0305:	ap: 0.5102	auc: 0.6458	precision: 0.8746	recall: 0.2917	sensitivity: 0.2917	specificity: 1.0000	dsc: 0.4375	hd95: 19.4686	tp: 4547	fp: 652	fn: 11041	tn: 105365648	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:23:21 [MainThread] INFO [StudyEvaluater] - (304 in 563) XJTr0306:	ap: 0.5603	auc: 0.6584	precision: 0.9622	recall: 0.3167	sensitivity: 0.3167	specificity: 1.0000	dsc: 0.4766	hd95: 1.5811	tp: 229	fp: 9	fn: 494	tn: 105381156	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:24:25 [MainThread] INFO [StudyEvaluater] - (305 in 563) XJTr0307:	ap: 0.5360	auc: 0.7140	precision: 0.8581	recall: 0.4279	sensitivity: 0.4279	specificity: 1.0000	dsc: 0.5711	hd95: 94.3964	tp: 3568	fp: 590	fn: 4770	tn: 105635104	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 2	per_target_fp: 4	per_target_fn: 0
2022-02-11 19:25:29 [MainThread] INFO [StudyEvaluater] - (306 in 563) XJTr0308:	ap: 0.5280	auc: 0.6156	precision: 0.9403	recall: 0.2313	sensitivity: 0.2313	specificity: 1.0000	dsc: 0.3712	hd95: 6.5000	tp: 2994	fp: 190	fn: 9953	tn: 105630895	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:26:33 [MainThread] INFO [StudyEvaluater] - (307 in 563) XJTr0309:	ap: 0.3236	auc: 0.8505	precision: 0.2966	recall: 0.7010	sensitivity: 0.7010	specificity: 1.0000	dsc: 0.4168	hd95: 117.4946	tp: 708	fp: 1679	fn: 302	tn: 105903487	per_target_precision: 0.2000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 4	per_target_fn: 0
2022-02-11 19:27:38 [MainThread] INFO [StudyEvaluater] - (308 in 563) XJTr0310:	ap: 0.5854	auc: 0.8385	precision: 0.8322	recall: 0.6771	sensitivity: 0.6771	specificity: 1.0000	dsc: 0.7467	hd95: 28.8715	tp: 4842	fp: 976	fn: 2309	tn: 105898049	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 19:28:02 [MainThread] INFO [StudyEvaluater] - (309 in 563) XJTr0311:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 156	tn: 105906020	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 19:29:07 [MainThread] INFO [StudyEvaluater] - (310 in 563) XJTr0312:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 99.3795	tp: 0	fp: 745	fn: 373	tn: 106167202	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 8	per_target_fn: 1
2022-02-11 19:30:11 [MainThread] INFO [StudyEvaluater] - (311 in 563) XJTr0313:	ap: 0.5755	auc: 0.7659	precision: 0.8852	recall: 0.5318	sensitivity: 0.5318	specificity: 1.0000	dsc: 0.6644	hd95: 1.5000	tp: 293	fp: 38	fn: 258	tn: 106429875	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:31:16 [MainThread] INFO [StudyEvaluater] - (312 in 563) XJTr0314:	ap: 0.6181	auc: 0.7893	precision: 0.9470	recall: 0.5785	sensitivity: 0.5785	specificity: 1.0000	dsc: 0.7183	hd95: 4.9497	tp: 13431	fp: 752	fn: 9784	tn: 106406497	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:32:20 [MainThread] INFO [StudyEvaluater] - (313 in 563) XJTr0315:	ap: 0.2670	auc: 0.5215	precision: 0.5126	recall: 0.0429	sensitivity: 0.0429	specificity: 1.0000	dsc: 0.0792	hd95: 41.4873	tp: 102	fp: 97	fn: 2275	tn: 106427990	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:33:23 [MainThread] INFO [StudyEvaluater] - (314 in 563) XJTr0316:	ap: 0.3329	auc: 0.6834	precision: 0.4823	recall: 0.3669	sensitivity: 0.3669	specificity: 1.0000	dsc: 0.4167	hd95: 62.3243	tp: 423	fp: 454	fn: 730	tn: 106691001	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:34:28 [MainThread] INFO [StudyEvaluater] - (315 in 563) XJTr0317:	ap: 0.3557	auc: 0.5813	precision: 0.6301	recall: 0.1625	sensitivity: 0.1625	specificity: 1.0000	dsc: 0.2584	hd95: 89.3714	tp: 414	fp: 243	fn: 2133	tn: 106689818	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:35:33 [MainThread] INFO [StudyEvaluater] - (316 in 563) XJTr0318:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 0.9999	dsc: 0.0000	hd95: 115.0713	tp: 0	fp: 7823	fn: 2903	tn: 106681882	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 5	per_target_fn: 1
2022-02-11 19:36:38 [MainThread] INFO [StudyEvaluater] - (317 in 563) XJTr0319:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 72.9589	tp: 0	fp: 178	fn: 151	tn: 106954423	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 19:37:42 [MainThread] INFO [StudyEvaluater] - (318 in 563) XJTr0320:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 65.5275	tp: 0	fp: 104	fn: 131	tn: 106954517	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 2
2022-02-11 19:38:47 [MainThread] INFO [StudyEvaluater] - (319 in 563) XJTr0321:	ap: 0.5955	auc: 0.9092	precision: 0.7818	recall: 0.8185	sensitivity: 0.8185	specificity: 1.0000	dsc: 0.7997	hd95: 103.2390	tp: 3539	fp: 988	fn: 785	tn: 106949440	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 19:39:52 [MainThread] INFO [StudyEvaluater] - (320 in 563) XJTr0322:	ap: 0.4503	auc: 0.7296	precision: 0.6710	recall: 0.4593	sensitivity: 0.4593	specificity: 1.0000	dsc: 0.5453	hd95: 56.4300	tp: 1748	fp: 857	fn: 2058	tn: 106950089	per_target_precision: 0.1667	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 5	per_target_fn: 0
2022-02-11 19:40:57 [MainThread] INFO [StudyEvaluater] - (321 in 563) XJTr0323:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 46.6931	tp: 0	fp: 35	fn: 258	tn: 106954459	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 19:42:02 [MainThread] INFO [StudyEvaluater] - (322 in 563) XJTr0324:	ap: 0.5486	auc: 0.7102	precision: 0.8871	recall: 0.4203	sensitivity: 0.4203	specificity: 1.0000	dsc: 0.5704	hd95: 10.5771	tp: 2600	fp: 331	fn: 3586	tn: 106948235	per_target_precision: 1.0000	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 1
2022-02-11 19:43:06 [MainThread] INFO [StudyEvaluater] - (323 in 563) XJTr0325:	ap: 0.5514	auc: 0.9186	precision: 0.6843	recall: 0.8372	sensitivity: 0.8372	specificity: 1.0000	dsc: 0.7531	hd95: 62.7813	tp: 802	fp: 370	fn: 156	tn: 107215568	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 19:44:11 [MainThread] INFO [StudyEvaluater] - (324 in 563) XJTr0326:	ap: 0.2232	auc: 0.8784	precision: 0.0681	recall: 0.7568	sensitivity: 0.7568	specificity: 1.0000	dsc: 0.1249	hd95: 82.5039	tp: 112	fp: 1533	fn: 36	tn: 107739503	per_target_precision: 0.1429	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 6	per_target_fn: 0
2022-02-11 19:45:17 [MainThread] INFO [StudyEvaluater] - (325 in 563) XJTr0327:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 100.3509	tp: 0	fp: 1002	fn: 252	tn: 107739930	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 4	per_target_fn: 1
2022-02-11 19:46:23 [MainThread] INFO [StudyEvaluater] - (326 in 563) XJTr0328:	ap: 0.4700	auc: 0.6969	precision: 0.7432	recall: 0.3938	sensitivity: 0.3938	specificity: 1.0000	dsc: 0.5148	hd95: 2.0000	tp: 382	fp: 132	fn: 588	tn: 107740082	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:47:27 [MainThread] INFO [StudyEvaluater] - (327 in 563) XJTr0329:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 97.4314	tp: 0	fp: 169	fn: 226	tn: 107740789	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 19:48:34 [MainThread] INFO [StudyEvaluater] - (328 in 563) XJTr0330:	ap: 0.2950	auc: 0.8358	precision: 0.2543	recall: 0.6716	sensitivity: 0.6716	specificity: 1.0000	dsc: 0.3689	hd95: 218.6372	tp: 904	fp: 2651	fn: 442	tn: 107999331	per_target_precision: 0.1667	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 5	per_target_fn: 0
2022-02-11 19:49:41 [MainThread] INFO [StudyEvaluater] - (329 in 563) XJTr0331:	ap: 0.6040	auc: 0.7931	precision: 0.9148	recall: 0.5863	sensitivity: 0.5863	specificity: 1.0000	dsc: 0.7146	hd95: 46.3975	tp: 2619	fp: 244	fn: 1848	tn: 107998617	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:50:46 [MainThread] INFO [StudyEvaluater] - (330 in 563) XJTr0332:	ap: 0.4899	auc: 0.5898	precision: 0.8900	recall: 0.1796	sensitivity: 0.1796	specificity: 1.0000	dsc: 0.2988	hd95: 32.0753	tp: 348	fp: 43	fn: 1590	tn: 108001347	per_target_precision: 1.0000	per_target_recall: 0.5000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 1
2022-02-11 19:51:50 [MainThread] INFO [StudyEvaluater] - (331 in 563) XJTr0333:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 186.7862	tp: 0	fp: 1592	fn: 483	tn: 108001253	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 19:52:56 [MainThread] INFO [StudyEvaluater] - (332 in 563) XJTr0334:	ap: 0.6007	auc: 0.8919	precision: 0.8095	recall: 0.7838	sensitivity: 0.7838	specificity: 1.0000	dsc: 0.7964	hd95: 114.4814	tp: 1160	fp: 273	fn: 320	tn: 108001575	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:54:00 [MainThread] INFO [StudyEvaluater] - (333 in 563) XJTr0335:	ap: 0.3791	auc: 0.8806	precision: 0.3775	recall: 0.7612	sensitivity: 0.7612	specificity: 1.0000	dsc: 0.5047	hd95: 3.8161	tp: 322	fp: 531	fn: 101	tn: 108264518	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:55:04 [MainThread] INFO [StudyEvaluater] - (334 in 563) XJTr0336:	ap: 0.5436	auc: 0.5871	precision: 1.0000	recall: 0.1742	sensitivity: 0.1742	specificity: 1.0000	dsc: 0.2967	hd95: 3.1623	tp: 50	fp: 0	fn: 237	tn: 108265185	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 19:56:11 [MainThread] INFO [StudyEvaluater] - (335 in 563) XJTr0337:	ap: 0.5808	auc: 0.9531	precision: 0.7085	recall: 0.9061	sensitivity: 0.9061	specificity: 1.0000	dsc: 0.7952	hd95: 59.4985	tp: 4672	fp: 1922	fn: 484	tn: 108520538	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:57:16 [MainThread] INFO [StudyEvaluater] - (336 in 563) XJTr0338:	ap: 0.6333	auc: 0.8863	precision: 0.8804	recall: 0.7726	sensitivity: 0.7726	specificity: 1.0000	dsc: 0.8230	hd95: 18.3109	tp: 1906	fp: 259	fn: 561	tn: 108524890	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 19:58:22 [MainThread] INFO [StudyEvaluater] - (337 in 563) XJTr0339:	ap: 0.3453	auc: 0.8437	precision: 0.3468	recall: 0.6875	sensitivity: 0.6875	specificity: 1.0000	dsc: 0.4611	hd95: 42.2667	tp: 660	fp: 1243	fn: 300	tn: 108525413	per_target_precision: 0.3333	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 2	per_target_fn: 0
2022-02-11 19:59:28 [MainThread] INFO [StudyEvaluater] - (338 in 563) XJTr0340:	ap: 0.4640	auc: 0.7288	precision: 0.6991	recall: 0.4577	sensitivity: 0.4577	specificity: 1.0000	dsc: 0.5532	hd95: 25.6284	tp: 1503	fp: 647	fn: 1781	tn: 108785829	per_target_precision: 0.2500	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 3	per_target_fn: 0
2022-02-11 20:00:33 [MainThread] INFO [StudyEvaluater] - (339 in 563) XJTr0341:	ap: 0.6108	auc: 0.8730	precision: 0.8485	recall: 0.7460	sensitivity: 0.7460	specificity: 1.0000	dsc: 0.7940	hd95: 1.5000	tp: 896	fp: 160	fn: 305	tn: 108788399	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 20:01:41 [MainThread] INFO [StudyEvaluater] - (340 in 563) XJTr0342:	ap: 0.4704	auc: 0.6168	precision: 0.8240	recall: 0.2336	sensitivity: 0.2336	specificity: 1.0000	dsc: 0.3639	hd95: 13.7295	tp: 1175	fp: 251	fn: 3856	tn: 109046622	per_target_precision: 0.5000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 1	per_target_fn: 0
2022-02-11 20:02:47 [MainThread] INFO [StudyEvaluater] - (341 in 563) XJTr0343:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 28.7856	tp: 0	fp: 3221	fn: 811	tn: 109047872	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 20:03:52 [MainThread] INFO [StudyEvaluater] - (342 in 563) XJTr0344:	ap: 0.6278	auc: 0.9704	precision: 0.7852	recall: 0.9408	sensitivity: 0.9408	specificity: 1.0000	dsc: 0.8560	hd95: 0.7071	tp: 731	fp: 200	fn: 46	tn: 109050927	per_target_precision: 1.0000	per_target_recall: 1.0000	per_target_tp: 1	per_target_fp: 0	per_target_fn: 0
2022-02-11 20:04:57 [MainThread] INFO [StudyEvaluater] - (343 in 563) XJTr0345:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 28.8108	tp: 0	fp: 40	fn: 328	tn: 109051536	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 1
2022-02-11 20:05:21 [MainThread] INFO [StudyEvaluater] - (344 in 563) XJTr0346:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 1334	tn: 109050570	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 20:06:27 [MainThread] INFO [StudyEvaluater] - (345 in 563) XJTr0347:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 84.8142	tp: 0	fp: 497	fn: 824	tn: 109312727	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 2	per_target_fn: 1
2022-02-11 20:06:52 [MainThread] INFO [StudyEvaluater] - (346 in 563) XJTr0348:	ap: 0.2500	auc: 0.5000	precision: 0.5000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 1.0000	tp: 0	fp: 0	fn: 461	tn: 109313587	per_target_precision: 0.5000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 0	per_target_fn: 1
2022-02-11 20:07:58 [MainThread] INFO [StudyEvaluater] - (347 in 563) XJTr0349:	ap: 0.0000	auc: 0.5000	precision: 0.0000	recall: 0.0000	sensitivity: 0.0000	specificity: 1.0000	dsc: 0.0000	hd95: 32.1461	tp: 0	fp: 139	fn: 647	tn: 109313262	per_target_precision: 0.0000	per_target_recall: 0.0000	per_target_tp: 0	per_target_fp: 1	per_target_fn: 2
